llavehog,llaveviv,p2_8,folio,viv_sel,hogar,est_dis,upm_dis,fac_hog
10750051,1075005,0,10750,5,1,163,1934,1754
10751051,1075105,2,10751,5,1,29,317,1545
10752031,1075203,1,10752,3,1,169,1995,1077
10753161,1075316,1,10753,16,1,68,928,1288
10754121,1075412,1,10754,12,1,142,1676,2626
10755011,1075501,0,10755,1,1,136,1591,1218
10756171,1075617,2,10756,17,1,167,1974,661
10757031,1075703,0,10757,3,1,29,290,1734
10758011,1075801,2,10758,1,1,98,1187,1422
10759041,1075904,2,10759,4,1,53,792,1205
10760091,1076009,0,10760,9,1,111,1379,3848
10761041,1076104,1,10761,4,1,93,1138,4351
10762021,1076202,1,10762,2,1,83,1021,33387
10763011,1076301,1,10763,1,1,91,1118,4504
10764031,1076403,3,10764,3,1,50,698,3527
10765181,1076518,1,10765,18,1,173,2039,5218
10766041,1076604,2,10766,4,1,189,2162,1154
10767031,1076703,2,10767,3,1,131,1525,1298
10768011,1076801,2,10768,1,1,30,351,1464
10769051,1076905,1,10769,5,1,29,322,1449
10770011,1077001,2,10770,1,1,60,875,6097
10771011,1077101,1,10771,1,1,151,1772,2183
10772081,1077208,1,10772,8,1,153,1809,2602
10773041,1077304,2,10773,4,1,7,60,4118
10774031,1077403,1,10774,3,1,97,1162,1831
10775081,1077508,2,10775,8,1,172,2035,8923
10775082,1077508,2,10775,8,2,172,2035,8923
10776051,1077605,2,10776,5,1,48,585,3733
10777051,1077705,1,10777,5,1,71,936,2779
10778081,1077808,1,10778,8,1,56,831,4889
10779031,1077903,2,10779,3,1,108,1349,3340
10780081,1078008,0,10780,8,1,166,1970,682
10781041,1078104,2,10781,4,1,183,2110,2712
10782041,1078204,1,10782,4,1,150,1745,2726
10783121,1078312,1,10783,12,1,39,454,3356
10784021,1078402,1,10784,2,1,59,868,4829
10785021,1078502,2,10785,2,1,80,1001,7856
10786041,1078604,1,10786,4,1,122,1452,4517
10787181,1078718,1,10787,18,1,32,392,627
10788151,1078815,1,10788,15,1,21,226,887
10789041,1078904,1,10789,4,1,39,453,3363
10790041,1079004,1,10790,4,1,25,266,878
10791031,1079103,2,10791,3,1,97,1175,1472
10792191,1079219,3,10792,19,1,105,1253,2656
10793021,1079302,2,10793,2,1,24,262,629
10794051,1079405,2,10794,5,1,30,366,378
10795101,1079510,4,10795,10,1,147,1737,2630
10796011,1079601,1,10796,1,1,41,472,4425
10797121,1079712,3,10797,12,1,88,1107,4964
10798031,1079803,1,10798,3,1,139,1624,1383
10799021,1079902,0,10799,2,1,164,1960,1830
10800011,1080001,3,10800,1,1,41,474,4176
10801011,1080101,3,10801,1,1,54,817,1191
10802041,1080204,1,10802,4,1,189,2164,1145
10803031,1080303,1,10803,3,1,44,491,3124
10804161,1080416,1,10804,16,1,137,1595,1121
10805041,1080504,1,10805,4,1,53,795,1181
10806011,1080601,3,10806,1,1,78,984,6236
10807011,1080701,2,10807,1,1,35,416,888
10808041,1080804,1,10808,4,1,96,1156,1044
10809011,1080901,0,10809,1,1,30,346,1489
10810051,1081005,2,10810,5,1,29,314,1575
10811031,1081103,1,10811,3,1,86,1069,12827
10812011,1081201,1,10812,1,1,44,493,3043
10813051,1081305,1,10813,5,1,67,916,1831
10814021,1081402,1,10814,2,1,162,1897,1571
10815121,1081512,3,10815,12,1,90,1114,10379
10816021,1081602,2,10816,2,1,165,1964,1215
10817041,1081704,3,10817,4,1,126,1474,1913
10818081,1081808,1,10818,8,1,52,770,1405
10819141,1081914,2,10819,14,1,173,2044,4268
10820011,1082001,2,10820,1,1,31,385,1728
10821051,1082105,1,10821,5,1,131,1518,2249
10822151,1082215,2,10822,15,1,130,1515,1790
10823041,1082304,4,10823,4,1,49,621,4008
10824101,1082410,3,10824,10,1,39,450,4023
10825021,1082502,1,10825,2,1,61,877,2869
10826041,1082604,2,10826,4,1,155,1821,1493
10827101,1082710,1,10827,10,1,83,1024,5447
10828031,1082803,1,10828,3,1,108,1333,3295
10829081,1082908,1,10829,8,1,115,1405,6115
10830031,1083003,1,10830,3,1,40,461,4346
10831031,1083103,3,10831,3,1,132,1534,1839
10832051,1083205,2,10832,5,1,29,307,1605
10833021,1083302,2,10833,2,1,173,2043,4521
10834011,1083401,3,10834,1,1,79,988,9068
10835051,1083505,2,10835,5,1,139,1641,1237
10836071,1083607,2,10836,7,1,110,1376,4727
10837011,1083701,1,10837,1,1,31,377,1814
10838041,1083804,2,10838,4,1,184,2136,2363
10839031,1083903,0,10839,3,1,16,172,647
10840011,1084001,2,10840,1,1,86,1088,4697
10841161,1084116,1,10841,16,1,187,2145,1691
10842121,1084212,3,10842,12,1,137,1599,1009
10843041,1084304,1,10843,4,1,170,2022,1015
10844111,1084411,1,10844,11,1,67,922,1613
10845141,1084514,1,10845,14,1,173,2040,4785
10846151,1084615,1,10846,15,1,57,836,4721
10847021,1084702,1,10847,2,1,31,384,1756
10848181,1084818,0,10848,18,1,38,445,7240
10849061,1084906,1,10849,6,1,3,7,1634
10850141,1085014,2,10850,14,1,21,228,784
10851021,1085102,1,10851,2,1,83,1023,11415
10852111,1085211,0,10852,11,1,136,1590,1225
10853051,1085305,1,10853,5,1,34,406,759
10854041,1085404,1,10854,4,1,131,1518,2249
10855031,1085503,1,10855,3,1,11,136,2692
10856011,1085601,1,10856,1,1,11,139,2151
10857051,1085705,1,10857,5,1,49,641,3561
10858161,1085816,3,10858,16,1,178,2086,1819
10859011,1085901,2,10859,1,1,54,818,1125
10860021,1086002,4,10860,2,1,30,325,1726
10861041,1086104,2,10861,4,1,104,1240,1188
10862011,1086201,1,10862,1,1,139,1626,1349
10863071,1086307,2,10863,7,1,166,1970,682
10864051,1086405,2,10864,5,1,17,191,675
10865031,1086503,2,10865,3,1,67,917,1831
10866031,1086603,1,10866,3,1,143,1679,2282
10867161,1086716,3,10867,16,1,179,2087,1839
10868041,1086804,2,10868,4,1,108,1361,3183
10869021,1086902,2,10869,2,1,30,363,1343
10870051,1087005,1,10870,5,1,162,1889,1636
10871081,1087108,1,10871,8,1,137,1598,1015
10872031,1087203,1,10872,3,1,145,1713,2488
10873021,1087302,1,10873,2,1,128,1507,2017
10874061,1087406,1,10874,6,1,19,220,820
10875141,1087514,1,10875,14,1,39,455,3338
10876071,1087607,2,10876,7,1,174,2046,5443
10877011,1087701,2,10877,1,1,151,1787,1971
10878121,1087812,2,10878,12,1,43,485,1975
10879041,1087904,2,10879,4,1,162,1868,1768
10880021,1088002,1,10880,2,1,110,1376,4727
10881081,1088108,0,10881,8,1,21,226,887
10882071,1088207,1,10882,7,1,179,2089,1807
10883051,1088305,1,10883,5,1,144,1694,2503
10884011,1088401,2,10884,1,1,3,8,1437
10885031,1088503,2,10885,3,1,140,1672,967
10886011,1088601,1,10886,1,1,63,883,3042
10887011,1088701,2,10887,1,1,175,2053,6475
10888081,1088808,1,10888,8,1,117,1410,5193
10889031,1088903,2,10889,3,1,88,1110,4468
10890051,1089005,2,10890,5,1,44,509,2701
10891121,1089112,1,10891,12,1,75,964,4181
10892021,1089202,3,10892,2,1,162,1888,1654
10893041,1089304,1,10893,4,1,189,2166,916
10894051,1089405,1,10894,5,1,9,76,3158
10895011,1089501,1,10895,1,1,126,1473,2107
10896051,1089605,2,10896,5,1,31,375,1829
10897051,1089705,0,10897,5,1,6,56,1243
10898091,1089809,0,10898,9,1,43,483,2387
10899041,1089904,2,10899,4,1,162,1903,1537
10900051,1090005,4,10900,5,1,78,974,11253
10901051,1090105,1,10901,5,1,10,100,3332
10902011,1090201,2,10902,1,1,16,172,647
10903041,1090304,0,10903,4,1,140,1652,1668
10904141,1090414,0,10904,14,1,39,452,3699
10905081,1090508,1,10905,8,1,57,838,3502
10906031,1090603,2,10906,3,1,108,1351,3297
10907041,1090704,2,10907,4,1,29,313,1588
10908021,1090802,1,10908,2,1,4,9,1287
10909021,1090902,3,10909,2,1,49,640,3566
10910081,1091008,2,10910,8,1,39,450,4023
10911011,1091101,0,10911,1,1,72,941,2736
10912101,1091210,0,10912,10,1,39,451,3817
10913021,1091302,0,10913,2,1,46,548,3089
10914051,1091405,3,10914,5,1,156,1828,1791
10915041,1091504,1,10915,4,1,81,1016,19011
10916191,1091619,1,10916,19,1,71,935,2985
10917051,1091705,4,10917,5,1,184,2130,2639
10918061,1091806,2,10918,6,1,179,2087,1839
10919201,1091920,1,10919,20,1,77,969,10589
10920041,1092004,1,10920,4,1,5,35,1296
10921101,1092110,0,10921,10,1,39,453,3363
10922051,1092205,0,10922,5,1,80,1004,7094
10923021,1092302,1,10923,2,1,85,1037,12706
10924041,1092404,3,10924,4,1,151,1765,2599
10925051,1092505,1,10925,5,1,139,1621,1407
10926051,1092605,1,10926,5,1,57,837,4691
10927011,1092701,0,10927,1,1,137,1596,1073
10928051,1092805,2,10928,5,1,50,688,3766
10929051,1092905,0,10929,5,1,50,709,3450
10930051,1093005,1,10930,5,1,124,1464,6559
10931051,1093105,1,10931,5,1,31,377,1814
10932021,1093202,2,10932,2,1,182,2098,2146
10933021,1093302,1,10933,2,1,16,172,647
10934171,1093417,1,10934,17,1,123,1461,2454
10935051,1093505,0,10935,5,1,49,621,4008
10936031,1093603,3,10936,3,1,68,925,5432
10937051,1093705,2,10937,5,1,84,1025,15426
10938021,1093802,1,10938,2,1,9,80,3018
10939051,1093905,2,10939,5,1,182,2109,1788
10940041,1094004,1,10940,4,1,88,1108,4784
10941011,1094101,3,10941,1,1,58,846,5182
10942081,1094208,1,10942,8,1,27,275,1555
10943051,1094305,1,10943,5,1,23,239,819
10944091,1094409,0,10944,9,1,39,449,4091
10945031,1094503,1,10945,3,1,106,1277,3200
10946181,1094618,1,10946,18,1,37,444,3822
10947011,1094701,1,10947,1,1,29,309,1601
10948011,1094801,0,10948,1,1,164,1957,1965
10949041,1094904,2,10949,4,1,106,1267,3367
10950071,1095007,2,10950,7,1,89,1112,3110
10951011,1095101,1,10951,1,1,48,567,4308
10952041,1095204,1,10952,4,1,4,17,1290
10953011,1095301,2,10953,1,1,184,2132,2516
10954111,1095411,1,10954,11,1,7,61,3848
10955031,1095503,1,10955,3,1,103,1227,1201
10956031,1095603,1,10956,3,1,164,1950,2275
10957091,1095709,1,10957,9,1,61,878,2843
10958021,1095802,1,10958,2,1,17,194,643
10959011,1095901,3,10959,1,1,170,2029,865
10960021,1096002,2,10960,2,1,49,604,4983
10961031,1096103,1,10961,3,1,190,2170,1959
10962031,1096203,1,10962,3,1,78,975,10894
10963031,1096303,2,10963,3,1,3,8,1437
10964031,1096403,1,10964,3,1,175,2054,6294
10965041,1096504,2,10965,4,1,44,487,3392
10966021,1096602,1,10966,2,1,70,932,2540
10967041,1096704,2,10967,4,1,70,932,2540
10968081,1096808,1,10968,8,1,154,1815,2566
10969031,1096903,2,10969,3,1,58,855,4569
10970051,1097005,2,10970,5,1,49,623,3934
10971201,1097120,0,10971,20,1,39,448,4578
10972011,1097201,2,10972,1,1,78,978,9619
10973021,1097302,1,10973,2,1,106,1261,3630
10974181,1097418,3,10974,18,1,141,1674,2757
10975051,1097505,1,10975,5,1,108,1344,3387
10976031,1097603,1,10976,3,1,10,101,3178
10977211,1097721,1,10977,21,1,173,2042,4624
10978041,1097804,1,10978,4,1,80,1010,5804
10979031,1097903,1,10979,3,1,4,10,1404
10980021,1098002,1,10980,2,1,68,928,1288
10981051,1098105,3,10981,5,1,48,601,1568
10982011,1098201,3,10982,1,1,85,1047,11613
10983021,1098302,3,10983,2,1,5,40,1118
10984111,1098411,1,10984,11,1,143,1680,2209
10985041,1098504,1,10985,4,1,21,225,1029
10986041,1098604,1,10986,4,1,63,885,2839
10987041,1098704,1,10987,4,1,121,1441,3844
10988031,1098803,1,10988,3,1,86,1082,9451
10989031,1098903,1,10989,3,1,178,2086,1819
10990011,1099001,0,10990,1,1,111,1379,3848
10991041,1099104,3,10991,4,1,22,232,413
10992111,1099211,1,10992,11,1,52,770,1405
10993081,1099308,1,10993,8,1,52,768,1450
10994031,1099403,1,10994,3,1,49,629,3784
10995041,1099504,1,10995,4,1,146,1725,3652
10996051,1099605,2,10996,5,1,169,1990,1105
10997171,1099717,0,10997,17,1,20,224,779
10998041,1099804,2,10998,4,1,50,732,2972
10999121,1099912,3,10999,12,1,32,392,627
11000031,1100003,0,11000,3,1,24,259,719
11001041,1100104,1,11001,4,1,180,2092,2522
11002081,1100208,1,11002,8,1,70,931,3702
11003171,1100317,2,11003,17,1,7,60,4118
11004011,1100401,1,11004,1,1,162,1868,1768
11005031,1100503,1,11005,3,1,162,1903,1537
11006041,1100604,1,11006,4,1,129,1514,2031
11007051,1100705,0,11007,5,1,30,326,1688
11008011,1100801,2,11008,1,1,63,884,3037
11009141,1100914,1,11009,14,1,159,1844,2105
11010051,1101005,1,11010,5,1,21,229,690
11011021,1101102,2,11011,2,1,109,1374,2508
11012011,1101201,0,11012,1,1,52,773,1281
11013011,1101301,1,11013,1,1,151,1784,2039
11014021,1101402,1,11014,2,1,162,1903,1537
11015041,1101504,1,11015,4,1,147,1735,2939
11016041,1101604,1,11016,4,1,183,2114,2129
11017081,1101708,1,11017,8,1,21,225,1029
11018021,1101802,1,11018,2,1,144,1688,2926
11019081,1101908,3,11019,8,1,185,2141,1249
11020021,1102002,1,11020,2,1,163,1917,1920
11021051,1102105,2,11021,5,1,50,679,4295
11022041,1102204,1,11022,4,1,50,702,3527
11023181,1102318,1,11023,18,1,37,442,5052
11024041,1102404,2,11024,4,1,48,567,4308
11025071,1102507,1,11025,7,1,130,1515,1790
11026041,1102604,1,11026,4,1,106,1268,3360
11026042,1102604,1,11026,4,2,106,1268,3360
11027041,1102704,2,11027,4,1,125,1466,2305
11028021,1102802,1,11028,2,1,108,1343,3387
11029121,1102912,1,11029,12,1,111,1382,3286
11030161,1103016,1,11030,16,1,77,969,10589
11031011,1103101,2,11031,1,1,140,1658,1434
11032051,1103205,1,11032,5,1,169,2010,886
11033051,1103305,2,11033,5,1,54,806,1316
11034041,1103404,3,11034,4,1,54,811,1294
11035051,1103505,1,11035,5,1,94,1141,4270
11036071,1103607,0,11036,7,1,160,1845,1479
11037041,1103704,1,11037,4,1,108,1349,3340
11038011,1103801,3,11038,1,1,165,1963,1595
11039131,1103913,1,11039,13,1,116,1407,6595
11040011,1104001,1,11040,1,1,50,722,3217
11041011,1104101,2,11041,1,1,132,1539,1677
11042011,1104201,3,11042,1,1,29,318,1530
11043031,1104303,8,11043,3,1,29,292,1719
11044191,1104419,0,11044,19,1,39,448,4578
11045011,1104501,1,11045,1,1,2,5,1680
11046051,1104605,2,11046,5,1,34,412,707
11047011,1104701,2,11047,1,1,164,1956,2005
11048071,1104807,1,11048,7,1,153,1809,2602
11049031,1104903,1,11049,3,1,153,1811,2396
11050071,1105007,0,11050,7,1,116,1408,6402
11051201,1105120,1,11051,20,1,71,938,2501
11052011,1105201,1,11052,1,1,136,1589,1281
11053111,1105311,2,11053,11,1,105,1252,2794
11054051,1105405,1,11054,5,1,47,557,672
11055031,1105503,1,11055,3,1,24,260,692
11056051,1105605,3,11056,5,1,30,342,1519
11057021,1105702,2,11057,2,1,133,1568,1491
11058171,1105817,1,11058,17,1,167,1976,500
11059011,1105901,3,11059,1,1,106,1282,3165
11060031,1106003,0,11060,3,1,78,982,8224
11061171,1106117,2,11061,17,1,149,1741,2121
11062091,1106209,2,11062,9,1,141,1674,2757
11063031,1106303,0,11063,3,1,32,393,610
11064021,1106402,1,11064,2,1,170,2014,1293
11065201,1106520,0,11065,20,1,21,227,882
11066021,1106602,1,11066,2,1,35,419,817
11067011,1106701,2,11067,1,1,78,981,8739
11068141,1106814,1,11068,14,1,68,928,1288
11069021,1106902,2,11069,2,1,11,122,3361
11070041,1107004,3,11070,4,1,132,1532,1887
11071191,1107119,1,11071,19,1,32,393,610
11072041,1107204,1,11072,4,1,30,334,1560
11073011,1107301,1,11073,1,1,162,1879,1697
11074031,1107403,2,11074,3,1,158,1840,3571
11075031,1107503,4,11075,3,1,155,1819,1628
11076121,1107612,2,11076,12,1,19,221,728
11077041,1107704,1,11077,4,1,55,827,1261
11078041,1107804,1,11078,4,1,122,1459,760
11079051,1107905,0,11079,5,1,106,1265,3434
11080131,1108013,1,11080,13,1,63,884,3037
11081021,1108102,3,11081,2,1,44,510,2594
11082011,1108201,1,11082,1,1,65,903,2393
11083011,1108301,1,11083,1,1,106,1261,3630
11084041,1108404,2,11084,4,1,11,129,2991
11085121,1108512,1,11085,12,1,13,147,488
11086041,1108604,1,11086,4,1,17,181,747
11087031,1108703,2,11087,3,1,169,2012,673
11088021,1108802,2,11088,2,1,94,1145,3671
11089031,1108903,2,11089,3,1,16,166,699
11090031,1109003,2,11090,3,1,190,2168,2275
11091121,1109112,1,11091,12,1,38,446,6693
11092051,1109205,2,11092,5,1,99,1208,1238
11093051,1109305,3,11093,5,1,85,1042,12302
11094051,1109405,1,11094,5,1,176,2069,6624
11095031,1109503,2,11095,3,1,175,2057,5683
11096081,1109608,1,11096,8,1,70,933,2426
11097031,1109703,2,11097,3,1,105,1254,2584
11098031,1109803,2,11098,3,1,121,1443,3700
11098032,1109803,1,11098,3,2,121,1443,3700
11099161,1109916,0,11099,16,1,89,1113,3095
11100011,1110001,1,11100,1,1,29,292,1719
11101021,1110102,2,11101,2,1,49,605,4730
11102071,1110207,1,11102,7,1,94,1150,839
11103011,1110301,2,11103,1,1,182,2099,2136
11104181,1110418,2,11104,18,1,105,1250,2996
11105091,1110509,3,11105,9,1,153,1808,2893
11106021,1110602,1,11106,2,1,173,2042,4624
11107131,1110713,2,11107,13,1,166,1969,729
11108051,1110805,3,11108,5,1,107,1315,3121
11109031,1110903,2,11109,3,1,163,1944,1681
11110171,1111017,0,11110,17,1,117,1411,4824
11111191,1111119,3,11111,19,1,137,1597,1065
11112041,1111204,3,11112,4,1,162,1877,1713
11113081,1111308,1,11113,8,1,67,923,1581
11114071,1111407,1,11114,7,1,81,1018,5909
11115171,1111517,2,11115,17,1,115,1405,6115
11116051,1111605,1,11116,5,1,187,2148,1543
11117031,1111703,0,11117,3,1,29,319,1519
11118011,1111801,2,11118,1,1,67,923,1581
11119021,1111902,3,11119,2,1,130,1515,1790
11120031,1112003,0,11120,3,1,5,36,1258
11121021,1112102,2,11121,2,1,46,543,3376
11122021,1112202,0,11122,2,1,44,505,2750
11123011,1112301,1,11123,1,1,23,235,931
11124011,1112401,1,11124,1,1,184,2126,3246
11125011,1112501,0,11125,1,1,30,328,1671
11126051,1112605,2,11126,5,1,34,407,744
11127041,1112704,1,11127,4,1,50,717,3323
11128081,1112808,2,11128,8,1,56,830,5624
11129201,1112920,2,11129,20,1,100,1209,1651
11130011,1113001,0,11130,1,1,49,664,2986
11131051,1113105,2,11131,5,1,28,278,1371
11132031,1113203,1,11132,3,1,11,142,968
11133041,1113304,0,11133,4,1,162,1871,1732
11134031,1113403,2,11134,3,1,50,724,3172
11135061,1113506,0,11135,6,1,111,1382,3286
11136031,1113603,1,11136,3,1,86,1079,10531
11137121,1113712,2,11137,12,1,178,2085,2014
11138021,1113802,3,11138,2,1,108,1365,3062
11139051,1113905,1,11139,5,1,95,1153,2025
11140021,1114002,1,11140,2,1,131,1525,1298
11141171,1114117,1,11141,17,1,43,485,1975
11142171,1114217,1,11142,17,1,26,273,1479
11143051,1114305,1,11143,5,1,58,848,5029
11144021,1114402,1,11144,2,1,151,1785,2005
11145011,1114501,0,11145,1,1,10,113,2846
11146021,1114602,2,11146,2,1,106,1295,995
11147021,1114702,0,11147,2,1,23,238,831
11147022,1114702,1,11147,2,2,23,238,831
11148031,1114803,0,11148,3,1,110,1376,4727
11149071,1114907,1,11149,7,1,173,2041,4774
11150051,1115005,1,11150,5,1,186,2142,1673
11151151,1115115,1,11151,15,1,63,884,3037
11152031,1115203,1,11152,3,1,1,2,3475
11153011,1115301,1,11153,1,1,152,1791,2508
11154081,1115408,1,11154,8,1,173,2042,4624
11155031,1115503,2,11155,3,1,40,458,4635
11156111,1115611,1,11156,11,1,123,1461,2454
11157051,1115705,2,11157,5,1,46,544,3310
11158111,1115811,3,11158,11,1,137,1596,1073
11159061,1115906,1,11159,6,1,155,1823,414
11160111,1116011,0,11160,11,1,135,1586,1785
11161021,1116102,0,11161,2,1,16,164,751
11162031,1116203,1,11162,3,1,41,476,4074
11163081,1116308,1,11163,8,1,63,884,3037
11164011,1116401,0,11164,1,1,145,1703,2703
11165121,1116512,0,11165,12,1,143,1681,2188
11166041,1116604,2,11166,4,1,161,1850,2147
11167021,1116702,0,11167,2,1,132,1551,1406
11168021,1116802,3,11168,2,1,18,209,752
11169201,1116920,2,11169,20,1,187,2149,1504
11170161,1117016,1,11170,16,1,81,1017,6441
11171201,1117120,3,11171,20,1,159,1844,2105
11172021,1117202,0,11172,2,1,21,226,887
11173021,1117302,5,11173,2,1,92,1132,4321
11174011,1117401,0,11174,1,1,66,912,3136
11175021,1117502,1,11175,2,1,127,1489,1887
11176021,1117602,1,11176,2,1,30,332,1626
11177071,1117707,0,11177,7,1,136,1591,1218
11178011,1117801,1,11178,1,1,49,636,3624
11179021,1117902,4,11179,2,1,50,712,3409
11180031,1118003,0,11180,3,1,173,2041,4774
11181071,1118107,1,11181,7,1,154,1817,2285
11182151,1118215,1,11182,15,1,115,1404,6225
11183191,1118319,1,11183,19,1,155,1818,1651
11184031,1118403,2,11184,3,1,189,2155,1378
11185091,1118509,2,11185,9,1,62,881,1964
11186041,1118604,1,11186,4,1,30,363,1343
11187031,1118703,3,11187,3,1,133,1567,1668
11188021,1118802,0,11188,2,1,127,1494,1700
11189141,1118914,1,11189,14,1,174,2048,4995
11190041,1119004,1,11190,4,1,71,936,2779
11191041,1119104,2,11191,4,1,110,1375,5038
11192041,1119204,0,11192,4,1,120,1428,4206
11193021,1119302,2,11193,2,1,108,1333,3295
11194071,1119407,1,11194,7,1,147,1737,2630
11195201,1119520,1,11195,20,1,100,1212,1495
11196011,1119601,0,11196,1,1,173,2041,4774
11197021,1119702,1,11197,2,1,39,455,3338
11198061,1119806,0,11198,6,1,149,1742,1939
11199051,1119905,0,11199,5,1,44,508,2710
11200031,1120003,1,11200,3,1,43,483,2387
11201131,1120113,1,11201,13,1,21,226,887
11202181,1120218,1,11202,18,1,21,226,887
11203181,1120318,0,11203,18,1,111,1384,3206
11204011,1120401,0,11204,1,1,168,1977,1561
11205031,1120503,2,11205,3,1,183,2114,2129
11206051,1120605,1,11206,5,1,34,410,730
11207051,1120705,1,11207,5,1,136,1592,1094
11208021,1120802,1,11208,2,1,113,1394,3011
11209051,1120905,2,11209,5,1,162,1886,1656
11210151,1121015,1,11210,15,1,20,223,797
11211171,1121117,1,11211,17,1,160,1848,1343
11212041,1121204,2,11212,4,1,156,1827,1986
11213181,1121318,0,11213,18,1,109,1373,2841
11214031,1121403,1,11214,3,1,53,778,1314
11215041,1121504,3,11215,4,1,120,1422,5722
11215042,1121504,1,11215,4,2,120,1422,5722
11216201,1121620,1,11216,20,1,185,2140,1353
11217031,1121703,2,11217,3,1,61,877,2869
11218011,1121801,3,11218,1,1,86,1080,10183
11219041,1121904,1,11219,4,1,43,485,1975
11220121,1122012,2,11220,12,1,141,1673,2831
11221051,1122105,1,11221,5,1,83,1022,25014
11222181,1122218,1,11222,18,1,94,1151,720
11223061,1122306,3,11223,6,1,2,6,392
11224111,1122411,1,11224,11,1,63,887,2678
11225051,1122505,3,11225,5,1,169,1993,1100
11226021,1122602,2,11226,2,1,44,495,2970
11227051,1122705,2,11227,5,1,75,965,3506
11228041,1122804,2,11228,4,1,164,1962,1817
11229031,1122903,2,11229,3,1,103,1229,1153
11230051,1123005,2,11230,5,1,163,1926,1790
11231141,1123114,0,11231,14,1,90,1117,3299
11232031,1123203,3,11232,3,1,16,175,625
11233021,1123302,2,11233,2,1,49,658,3100
11234051,1123405,1,11234,5,1,15,157,654
11235091,1123509,1,11235,9,1,112,1386,3430
11236161,1123616,2,11236,16,1,68,927,1392
11237071,1123707,2,11237,7,1,105,1255,1919
11238021,1123802,0,11238,2,1,121,1439,4377
11239041,1123904,2,11239,4,1,58,852,4802
11240041,1124004,1,11240,4,1,146,1723,3771
11241011,1124101,2,11241,1,1,34,409,731
11242051,1124205,1,11242,5,1,88,1111,4301
11243031,1124303,1,11243,3,1,48,602,1454
11244011,1124401,1,11244,1,1,162,1910,1211
11245181,1124518,1,11245,18,1,143,1682,2124
11246021,1124602,2,11246,2,1,46,545,3255
11247141,1124714,1,11247,14,1,110,1376,4727
11248011,1124801,1,11248,1,1,150,1761,2403
11249021,1124902,3,11249,2,1,103,1225,1267
11250041,1125004,1,11250,4,1,23,250,380
11251111,1125111,0,11251,11,1,90,1115,3760
11252011,1125201,1,11252,1,1,31,380,1789
11253041,1125304,0,11253,4,1,100,1212,1495
11254051,1125405,0,11254,5,1,135,1586,1785
11255051,1125505,0,11255,5,1,9,87,2716
11256051,1125605,1,11256,5,1,65,906,1456
11257041,1125704,2,11257,4,1,114,1399,3340
11258051,1125805,1,11258,5,1,120,1428,4206
11259171,1125917,0,11259,17,1,111,1383,3212
11260101,1126010,2,11260,10,1,173,2039,5218
11261021,1126102,1,11261,2,1,107,1304,3237
11262011,1126201,0,11262,1,1,120,1425,5082
11263051,1126305,2,11263,5,1,162,1902,1538
11264051,1126405,1,11264,5,1,139,1646,1169
11265021,1126502,1,11265,2,1,104,1242,1019
11266101,1126610,1,11266,10,1,187,2146,1688
11267031,1126703,1,11267,3,1,167,1974,661
11268031,1126803,2,11268,3,1,140,1652,1668
11269031,1126903,0,11269,3,1,117,1413,3844
11270101,1127010,2,11270,10,1,62,881,1964
11271031,1127103,2,11271,3,1,150,1746,2719
11272021,1127202,4,11272,2,1,59,863,5357
11273031,1127303,1,11273,3,1,50,739,2800
11274011,1127401,1,11274,1,1,34,411,728
11275041,1127504,1,11275,4,1,162,1853,2088
11276161,1127616,1,11276,16,1,155,1818,1651
11277091,1127709,1,11277,9,1,110,1377,3890
11278021,1127802,2,11278,2,1,85,1031,13767
11279041,1127904,1,11279,4,1,12,144,592
11280041,1128004,3,11280,4,1,58,850,4874
11281011,1128101,2,11281,1,1,163,1916,1950
11282071,1128207,1,11282,7,1,155,1820,1502
11283111,1128311,1,11283,11,1,21,227,882
11284011,1128401,2,11284,1,1,108,1355,3261
11285021,1128502,0,11285,2,1,101,1219,985
11286021,1128602,1,11286,2,1,46,549,3082
11287051,1128705,2,11287,5,1,110,1376,4727
11288041,1128804,2,11288,4,1,169,1985,1170
11289101,1128910,1,11289,10,1,81,1017,6441
11290031,1129003,2,11290,3,1,132,1531,1998
11291191,1129119,1,11291,19,1,174,2045,5770
11292091,1129209,3,11292,9,1,88,1109,4626
11293191,1129319,0,11293,19,1,39,454,3356
11294051,1129405,1,11294,5,1,139,1643,1214
11295011,1129501,2,11295,1,1,128,1510,1981
11296031,1129603,2,11296,3,1,106,1274,3242
11297051,1129705,2,11297,5,1,55,827,1261
11298191,1129819,2,11298,19,1,71,939,2376
11299031,1129903,1,11299,3,1,17,184,726
11300051,1130005,1,11300,5,1,172,2035,8923
11301051,1130105,1,11301,5,1,144,1684,4596
11302031,1130203,2,11302,3,1,163,1941,1725
11303181,1130318,0,11303,18,1,100,1210,1538
11304141,1130414,1,11304,14,1,88,1111,4301
11305171,1130517,1,11305,17,1,155,1822,916
11306011,1130601,2,11306,1,1,162,1874,1727
11307021,1130702,0,11307,2,1,111,1378,4169
11308031,1130803,3,11308,3,1,130,1516,1778
11309021,1130902,3,11309,2,1,79,997,6613
11310011,1131001,2,11310,1,1,85,1044,11976
11311021,1131102,1,11311,2,1,107,1325,3020
11312191,1131219,2,11312,19,1,28,277,1380
11313141,1131314,1,11313,14,1,52,768,1450
11314021,1131402,2,11314,2,1,150,1758,2454
11315181,1131518,2,11315,18,1,21,225,1029
