llaveviv,p0_1,p0_2,p0_3,p0_4_1,p0_4_1a,p0_4_2,p0_4_2a,p1_1,p1_2,p1_3,folio,viv_sel,ent,tloc,region,est_dis,upm_dis,fac_viv
297204,2,3,1,2,,1,1,6,1,,2972,4,11,2,3,58,855,4477
297302,1,4,2,1,1,2,,1,1,,2973,2,16,1,3,92,1136,3408
297411,2,3,1,2,,2,,5,1,,2974,11,27,4,6,154,1817,2285
297502,1,3,1,2,,1,1,3,1,,2975,2,25,1,1,144,1692,2663
297605,1,1,1,2,,1,1,2,1,,2976,5,23,1,6,133,1565,1745
297702,2,4,1,1,1,1,1,3,1,,2977,2,19,1,2,106,1287,3093
297803,3,4,1,2,,1,1,4,1,,2978,3,24,4,2,137,1594,1069
297901,2,6,2,1,4,1,1,3,1,,2979,1,10,1,1,55,826,1300
298003,3,5,4,1,2,1,1,4,1,,2980,3,19,1,2,108,1355,3220
298104,4,8,3,1,3,1,1,5,1,,2981,4,9,1,4,49,663,2994
298203,1,2,1,2,,1,1,5,1,,2982,3,9,1,4,48,593,3459
298304,1,2,1,2,,2,,1,1,,2983,4,9,1,4,49,623,3934
298402,3,4,2,1,1,1,1,4,1,,2984,2,11,1,3,60,869,7626
298503,2,3,1,2,,1,2,3,1,,2985,3,32,4,3,187,2146,1688
298604,1,6,2,1,1,1,1,2,1,,2986,4,19,1,2,106,1256,3877
298703,2,4,1,2,,1,1,5,1,,2987,3,5,2,2,29,286,1769
298803,4,8,2,2,,1,1,10,1,,2988,3,31,1,6,182,2104,1952
298906,3,4,1,1,1,1,1,5,1,,2989,6,13,3,5,67,920,1739
299001,3,4,1,1,1,1,1,4,1,,2990,1,32,1,3,189,2162,1154
299102,2,3,1,1,1,1,1,4,1,,2991,2,5,1,2,29,318,1523
299202,2,5,1,1,1,1,1,5,1,,2992,2,17,1,5,98,1199,1137
299302,1,5,2,1,1,1,1,1,1,,2993,2,14,2,3,80,999,7057
299411,1,2,0,2,,2,,2,1,,2994,11,24,4,2,136,1591,1218
299504,2,3,1,1,1,1,1,2,1,,2995,4,25,1,1,145,1703,2703
299604,3,5,1,1,1,1,1,6,1,,2996,4,25,2,1,142,1677,2524
299702,3,5,1,2,,1,1,6,1,,2997,2,24,1,2,140,1656,1430
299805,1,2,1,2,,1,2,2,1,,2998,5,9,1,4,49,630,3778
299905,2,3,1,2,,1,1,4,1,,2999,5,2,1,1,9,84,2880
300003,3,5,1,1,2,1,1,1,1,,3000,3,28,1,2,163,1936,1716
300104,2,4,1,1,1,1,1,4,1,,3001,4,30,3,5,175,2054,6294
300202,4,5,1,2,,1,1,4,1,,3002,2,19,1,2,107,1328,2819
300317,4,7,1,2,,1,1,6,1,,3003,17,17,4,5,95,1154,485
300407,2,2,0,2,,2,,2,1,,3004,7,24,4,2,136,1590,1225
300505,2,3,1,1,1,1,1,4,1,,3005,5,6,1,3,36,439,646
300604,7,11,2,2,,1,1,9,2,2,3006,4,9,1,4,48,568,4282
300702,1,4,1,2,,1,2,1,1,,3007,2,16,1,3,91,1120,4396
300815,2,3,1,2,,2,,4,1,,3008,15,7,4,6,39,448,4578
300908,1,3,1,2,,1,1,2,1,,3009,8,30,4,5,174,2046,5443
301005,2,4,1,2,,1,2,4,1,,3010,5,5,1,2,29,291,1714
301102,1,1,1,2,,1,1,1,1,,3011,2,31,1,6,182,2109,1788
301220,1,1,1,2,,2,,2,1,,3012,20,25,3,1,141,1673,2778
301305,4,5,1,2,,1,1,7,1,,3013,5,32,1,3,189,2158,1225
301417,2,3,0,2,,1,2,4,1,,3014,17,21,4,5,118,1414,5277
301505,1,2,1,1,2,1,1,3,1,,3015,5,8,1,1,45,534,2917
301603,2,4,1,1,1,1,1,3,1,,3016,3,27,3,6,158,1839,3897
301702,2,4,1,2,,1,1,4,1,,3017,2,24,1,2,140,1660,1407
301803,2,3,1,1,1,1,1,2,1,,3018,3,2,1,1,11,126,3052
301905,3,6,1,1,2,1,1,5,1,,3019,5,1,1,3,5,41,1110
302006,1,3,1,2,,1,1,1,1,,3020,6,20,2,6,110,1375,5038
302104,2,4,1,1,1,1,1,3,1,,3021,4,9,1,4,50,692,3665
302201,3,4,1,2,,1,1,7,1,,3022,1,24,1,2,138,1606,1354
302307,2,5,1,1,1,2,,3,1,,3023,7,30,4,5,174,2048,4995
302401,3,6,2,1,1,1,1,1,1,,3024,1,22,1,3,128,1495,2148
302504,1,2,1,2,,1,1,2,1,,3025,4,28,1,2,162,1882,1669
302615,4,8,3,1,6,1,1,10,1,,3026,15,5,2,2,27,275,1555
302702,3,4,1,2,,1,1,3,1,,3027,2,9,1,4,50,709,3450
302804,2,3,1,2,,1,1,3,1,,3028,4,9,1,4,49,628,3794
302905,2,4,1,1,1,1,1,3,1,,3029,5,2,1,1,10,112,2852
303016,2,3,0,2,,2,,7,1,,3030,16,7,3,6,38,446,6693
303101,2,6,2,2,,1,1,3,1,,3031,1,9,1,4,50,716,3331
303205,2,4,1,1,1,1,1,2,1,,3032,5,15,4,5,83,1021,33387
303304,4,7,2,1,1,1,1,1,1,,3033,4,21,1,5,122,1450,4811
303405,1,2,1,2,,1,1,1,1,,3034,5,2,1,1,9,83,2919
303503,1,4,2,1,2,1,1,2,1,,3035,3,9,1,4,50,744,2537
303610,2,4,2,2,,2,,1,1,,3036,10,13,4,5,71,936,2779
303702,3,6,2,1,1,1,1,2,1,,3037,2,8,1,1,46,552,2970
303804,3,4,1,2,,2,,3,1,,3038,4,17,1,5,98,1184,1658
303904,1,3,1,1,2,1,1,2,1,,3039,4,2,1,1,9,70,3330
304014,1,5,1,1,1,1,1,2,1,,3040,14,15,3,5,81,1018,5909
304103,1,4,3,1,2,1,1,3,1,,3041,3,28,1,2,163,1927,1767
304201,2,3,1,2,,1,1,4,1,,3042,1,9,1,4,50,681,4096
304316,3,5,2,1,1,1,1,4,1,,3043,16,15,4,5,83,1023,11415
304401,3,4,4,1,1,1,1,4,1,,3044,1,6,1,3,36,433,666
304502,2,5,2,1,1,1,1,2,1,,3045,2,31,1,6,184,2133,2511
304617,2,2,1,2,,1,1,3,1,,3046,17,5,4,2,28,279,1313
304703,1,2,1,2,,1,2,2,1,,3047,3,9,1,4,48,590,3550
304801,2,3,1,2,,1,1,2,1,,3048,1,26,1,1,150,1762,2283
304915,3,4,0,2,,2,,6,1,,3049,15,18,4,3,101,1219,985
305004,2,3,1,2,,1,1,4,1,,3050,4,11,1,3,58,846,5078
305101,2,4,2,1,1,1,1,3,1,,3051,1,9,1,4,50,747,2236
305203,2,3,1,2,,1,1,3,1,,3052,3,19,1,2,106,1294,1910
305304,1,3,1,2,,2,,1,1,,3053,4,28,2,2,162,1893,1611
305414,2,3,1,2,,1,1,2,1,,3054,14,13,2,5,67,923,1581
305502,2,3,2,1,3,1,1,3,1,,3055,2,3,1,1,18,206,749
305604,1,4,1,2,,2,,1,1,,3056,4,9,1,4,49,678,1000
305701,2,2,1,1,1,1,1,5,1,,3057,1,9,1,4,49,604,4983
305803,2,4,1,2,,1,1,2,1,,3058,3,1,3,3,2,4,1716
305903,1,3,1,2,,2,,2,1,,3059,3,26,1,1,150,1743,3025
306004,2,3,1,1,2,1,1,4,1,,3060,4,5,1,2,31,370,1942
306103,1,2,1,2,,1,1,5,1,,3061,3,27,3,6,156,1828,1791
306205,1,3,1,2,,1,1,3,1,,3062,5,9,1,4,50,737,2858
306302,4,6,1,2,,1,1,4,1,,3063,2,22,2,3,126,1473,2107
306401,2,3,1,1,1,1,1,3,1,,3064,1,30,1,5,175,2049,7597
306518,3,3,0,2,,2,,6,1,,3065,18,12,4,6,63,883,3042
306613,2,5,1,2,,2,,4,1,,3066,13,22,4,3,125,1466,2305
306703,1,4,1,2,,2,,3,1,,3067,3,28,2,2,162,1873,1728
306805,3,6,4,2,,1,1,4,1,,3068,5,9,2,4,48,580,3906
306916,2,4,1,2,,1,1,5,1,,3069,16,26,2,1,147,1737,2630
307009,2,3,0,2,,1,1,5,1,,3070,9,25,4,1,143,1683,811
307116,2,5,1,1,1,1,1,4,1,,3071,16,13,4,5,71,936,2779
307205,3,5,1,1,1,1,1,3,1,,3072,5,28,1,2,164,1961,1825
307303,2,3,1,2,,2,,4,1,,3073,3,10,1,1,53,782,1294
307403,1,7,1,2,,1,1,2,1,,3074,3,2,1,1,10,102,3128
307515,2,3,1,2,,2,,3,1,,3075,15,20,4,6,111,1379,3848
307611,1,3,2,1,1,1,1,1,1,,3076,11,27,2,6,153,1812,2385
307705,1,2,1,2,,1,1,3,1,,3077,5,9,1,4,48,566,4433
307805,1,2,1,2,,2,,4,1,,3078,5,20,3,6,109,1374,2508
307907,2,6,1,1,2,1,1,3,1,,3079,7,8,3,1,42,481,3354
308005,1,3,1,1,1,1,1,2,1,,3080,5,1,1,3,6,57,1148
308116,1,3,1,1,1,1,1,3,1,,3081,16,8,3,1,42,481,3354
308201,2,5,1,1,1,1,1,3,1,,3082,1,11,1,3,58,848,4928
308302,2,3,1,2,,1,1,3,1,,3083,2,29,4,5,170,2028,888
308405,5,8,4,1,3,1,1,6,1,,3084,5,24,1,2,139,1628,1338
308519,3,5,1,2,,1,1,3,1,,3085,19,24,4,2,137,1596,1073
308601,2,5,1,1,1,1,1,3,1,,3086,1,21,1,5,121,1432,5447
308703,4,5,2,1,1,1,1,6,1,,3087,3,11,1,3,58,856,4097
308801,2,4,0,2,,1,1,7,2,2,3088,1,17,1,5,98,1196,1206
308908,2,3,0,2,,2,,4,1,,3089,8,24,4,2,136,1588,1337
309003,2,3,1,1,1,1,1,2,1,,3090,3,3,1,1,16,171,658
309101,1,3,1,2,,2,,1,1,,3091,1,30,2,5,172,2034,31759
309214,2,4,1,2,,1,1,4,1,,3092,14,31,2,6,179,2090,1761
309307,1,3,1,2,,2,,1,1,,3093,7,4,2,6,20,224,779
309409,2,3,0,1,1,1,1,2,1,,3094,9,16,3,3,88,1108,4784
309504,2,3,1,2,,1,1,3,1,,3095,4,2,1,1,9,80,3018
309604,3,6,2,2,,1,1,2,1,,3096,4,31,1,6,182,2108,1861
309702,4,5,2,1,1,1,1,2,1,,3097,2,9,1,4,50,718,3308
309803,1,4,1,1,1,1,1,1,1,,3098,3,8,1,1,46,548,3089
309903,3,5,2,1,1,1,1,3,1,,3099,3,9,1,4,50,725,3135
310005,2,7,1,1,1,1,1,2,1,,3100,5,5,1,2,30,364,1340
310103,1,4,1,1,2,1,1,2,1,,3101,3,2,1,1,10,103,3065
310201,3,4,1,1,2,1,1,4,1,,3102,1,8,1,1,46,543,3376
310304,1,6,2,1,1,1,1,3,1,,3103,4,26,1,1,151,1779,2117
310407,3,4,2,2,,1,1,4,1,,3104,7,21,3,5,116,1406,6756
310508,2,3,0,2,,2,,5,1,,3105,8,15,4,5,83,1024,5447
310601,2,3,1,2,,1,1,2,1,,3106,1,8,1,1,44,504,2767
310701,1,2,0,1,1,1,1,4,1,,3107,1,8,1,1,44,502,2777
310805,2,7,3,1,2,1,1,2,1,,3108,5,9,1,4,50,733,2944
310904,1,2,1,2,,2,,4,1,,3109,4,10,2,1,53,788,1232
311005,3,4,0,1,1,1,1,3,1,,3110,5,24,4,2,137,1594,1069
311113,1,3,1,2,,1,1,1,1,,3111,13,21,2,5,116,1409,5069
311211,1,4,2,1,1,1,1,2,1,,3112,11,6,3,3,32,391,636
311305,2,4,1,2,,1,1,2,1,,3113,5,21,1,5,121,1439,4377
311405,2,3,0,2,,1,1,4,1,,3114,5,9,1,4,48,594,3319
311520,4,8,0,2,,1,1,11,1,,3115,20,20,4,6,111,1385,3030
311602,2,4,1,1,1,1,1,4,1,,3116,2,22,1,3,128,1497,2392
311714,1,6,2,1,1,1,1,1,1,,3117,14,22,3,3,123,1462,2245
311801,3,5,2,2,,1,1,1,1,,3118,1,25,1,1,144,1693,2560
311919,1,1,0,2,,2,,1,1,,3119,19,2,3,1,7,61,3848
312001,3,4,2,2,,2,,5,1,,3120,1,29,2,5,169,2010,886
312102,2,4,1,1,1,1,1,4,1,,3121,2,13,3,5,68,926,4627
312201,3,4,1,2,,1,1,3,1,,3122,1,29,3,5,169,1997,1038
312302,2,3,1,1,1,2,,3,1,,3123,2,22,4,3,125,1466,2305
312401,1,3,1,2,,1,1,2,1,,3124,1,23,1,6,132,1537,1731
312502,1,2,1,1,1,1,1,6,1,,3125,2,6,1,3,34,403,791
312603,1,3,2,1,2,1,1,2,1,,3126,3,2,1,1,11,141,1377
312705,1,3,1,1,1,1,1,2,1,,3127,5,1,1,3,6,47,1535
312812,2,4,1,1,1,1,1,4,1,,3128,12,8,4,1,43,484,2372
312902,3,4,1,2,,1,1,3,1,,3129,2,29,3,5,169,1981,1279
313004,2,4,1,2,,1,1,3,1,,3130,4,32,1,3,190,2171,1808
313101,3,4,1,2,,1,1,5,1,,3131,1,18,1,3,103,1231,1105
313205,1,3,1,2,,2,,4,1,,3132,5,19,1,2,106,1258,3685
313320,2,3,1,1,1,1,1,4,1,,3133,20,13,4,5,71,937,2578
313405,2,3,1,2,,1,1,4,1,,3134,5,24,1,2,138,1614,1185
313520,2,6,1,1,1,2,,3,1,,3135,20,1,4,3,3,8,1437
313603,2,3,1,2,,2,,6,1,,3136,3,20,4,6,111,1379,3848
313703,2,5,2,1,1,1,1,7,1,,3137,3,17,1,5,97,1167,1679
313802,3,4,2,1,2,1,1,2,1,,3138,2,25,1,1,146,1728,3474
313917,1,2,0,2,,2,,2,1,,3139,17,24,3,2,135,1586,1785
314009,2,4,1,1,1,2,,3,1,,3140,9,18,4,3,101,1216,1115
314103,2,5,1,1,1,1,1,4,1,,3141,3,5,2,2,27,275,1555
314205,2,3,1,2,,1,1,2,1,,3142,5,28,1,2,162,1867,1798
314304,3,4,0,2,,1,2,7,1,,3143,4,24,4,2,137,1594,1069
314417,1,1,0,2,,2,,1,1,,3144,17,2,3,1,7,61,3848
314515,3,4,1,1,1,2,,9,1,,3145,15,17,4,5,96,1157,995
314605,2,6,2,1,1,1,1,3,1,,3146,5,31,2,6,182,2101,2002
314702,2,4,2,1,3,1,1,2,1,,3147,2,2,1,1,9,94,2118
314814,2,3,0,1,1,2,,3,1,,3148,14,32,4,3,187,2149,1504
314912,1,4,1,1,1,1,1,7,1,,3149,12,1,4,3,3,7,1634
315007,1,2,1,1,1,1,1,1,1,,3150,7,10,2,1,51,767,1281
315103,3,7,3,1,4,1,1,4,1,,3151,3,2,1,1,11,134,2795
315205,2,3,1,2,,1,1,3,1,,3152,5,14,2,3,75,961,16402
315302,4,5,2,1,1,1,1,7,1,,3153,2,5,1,2,29,320,1475
315402,2,4,1,2,,1,1,2,1,,3154,2,5,1,2,31,371,1862
315505,5,6,4,1,1,1,1,5,1,,3155,5,18,1,3,104,1242,1019
315605,3,4,2,1,1,1,1,4,1,,3156,5,22,1,3,128,1500,2224
315716,6,7,1,2,,2,,1,1,,3157,16,32,2,3,186,2142,1673
315804,4,5,1,1,1,1,1,6,1,,3158,4,2,1,1,10,103,3065
315920,2,3,1,2,,1,1,5,1,,3159,20,24,3,2,135,1586,1785
316005,2,5,1,1,1,1,1,5,1,,3160,5,5,1,2,29,287,1766
316110,1,6,0,2,,2,,3,1,,3161,10,7,4,6,39,452,3699
316208,2,4,1,2,,2,,6,1,,3162,8,19,2,2,105,1252,2794
316316,2,2,1,2,,1,1,3,1,,3163,16,31,3,6,179,2089,1807
316408,3,5,1,1,1,1,1,7,1,,3164,8,16,2,3,88,1109,4626
316501,2,3,1,1,2,2,,4,1,,3165,1,29,2,5,168,1978,1324
316608,2,3,0,2,,2,,3,1,,3166,8,12,4,6,63,883,3042
316707,2,3,1,2,,1,2,3,1,,3167,7,25,4,1,143,1679,2282
316809,2,4,1,2,,2,,1,1,,3168,9,13,2,5,67,918,1831
316910,3,5,4,2,,1,1,5,1,,3169,10,18,3,3,100,1210,1538
317005,2,4,1,1,1,1,1,4,1,,3170,5,21,2,5,121,1433,5100
317118,2,3,1,2,,2,,2,1,,3171,18,8,4,1,43,482,3070
317203,2,3,1,1,2,1,1,3,1,,3172,3,8,1,1,44,488,3274
317304,2,3,1,2,,1,1,4,1,,3173,4,28,1,2,163,1923,1830
317402,2,4,1,1,2,1,1,5,1,,3174,2,26,1,1,151,1777,2117
317503,2,2,1,2,,1,1,4,1,,3175,3,31,1,6,182,2096,2228
317604,2,4,2,1,3,1,1,2,1,,3176,4,4,1,6,25,270,631
317705,3,5,1,1,1,1,1,5,1,,3177,5,9,1,4,50,722,3217
317802,2,4,1,2,,1,1,1,1,,3178,2,9,1,4,50,721,3243
317913,2,4,1,1,1,1,1,4,1,,3179,13,18,2,3,100,1213,1488
318005,2,3,1,1,2,1,1,3,1,,3180,5,8,4,1,43,484,2372
318108,3,5,1,1,2,1,1,3,1,,3181,8,32,3,3,186,2143,1518
318204,1,2,1,2,,1,1,2,1,,3182,4,9,1,4,48,588,3638
318313,1,2,1,1,1,1,1,1,1,,3183,13,27,4,6,155,1819,1628
318401,1,2,1,1,1,1,1,2,1,,3184,1,8,1,1,46,550,3054
318502,2,5,2,2,,1,1,4,1,,3185,2,16,2,3,88,1110,4468
318604,2,4,3,2,,1,1,5,1,,3186,4,30,1,5,175,2050,6566
318702,1,4,1,1,2,1,1,4,1,,3187,2,8,1,1,44,486,3883
318813,2,2,0,2,,2,,5,1,,3188,13,12,4,6,63,883,3042
318905,2,5,2,1,2,1,1,2,1,,3189,5,2,1,1,10,105,3019
319004,1,2,1,1,1,2,,1,1,,3190,4,24,1,2,138,1605,1367
319112,2,3,0,2,,2,,2,1,,3191,12,24,3,2,135,1584,1829
319203,2,3,1,2,,1,1,9,1,,3192,3,28,1,2,162,1897,1571
319305,3,6,2,1,2,1,1,4,1,,3193,5,28,1,2,164,1958,1911
319401,4,6,2,1,2,1,1,2,1,,3194,1,13,4,5,71,936,2779
319505,2,3,1,1,1,1,1,4,1,,3195,5,15,1,5,86,1082,9451
319603,1,3,1,1,1,1,1,1,1,,3196,3,6,1,3,35,424,774
319704,2,3,1,2,,1,1,4,1,,3197,4,5,1,2,30,360,1402
319802,2,3,1,1,1,1,1,2,1,,3198,2,9,1,4,49,647,3351
319908,3,4,1,1,1,2,,5,1,,3199,8,13,4,5,71,935,2985
320002,2,3,1,2,,2,,5,1,,3200,2,28,1,2,162,1856,1976
320101,2,3,1,2,,1,1,3,1,,3201,1,19,2,2,105,1252,2794
320209,1,4,1,1,1,2,,3,1,,3202,9,30,4,5,174,2048,4995
320312,2,6,1,1,3,1,1,4,1,,3203,12,5,2,2,27,275,1555
320404,4,5,1,2,,1,2,7,1,,3204,4,25,3,1,141,1675,2587
320505,3,5,2,2,,1,1,4,1,,3205,5,11,2,3,56,831,4889
320605,2,5,2,1,1,1,1,3,1,,3206,5,29,4,5,169,1985,1170
320702,2,4,1,1,1,1,1,4,1,,3207,2,3,1,1,15,158,561
320802,3,4,2,1,1,1,1,5,1,,3208,2,23,1,6,134,1576,1773
320916,1,1,0,1,1,1,1,2,1,,3209,16,6,4,3,33,394,835
321003,2,3,1,1,1,1,1,1,1,,3210,3,31,1,6,183,2111,2375
321102,2,2,0,1,1,2,,1,1,,3211,2,8,1,1,46,540,3689
321201,2,7,2,1,2,1,1,1,1,,3212,1,18,1,3,104,1245,896
321302,2,3,1,2,,1,1,6,1,,3213,2,23,1,6,132,1557,1153
321401,2,3,1,2,,1,2,3,1,,3214,1,17,3,5,97,1168,1667
321501,2,3,1,1,1,1,1,3,1,,3215,1,3,1,1,16,171,658
321605,2,4,1,2,,1,1,2,1,,3216,5,29,3,5,170,2024,990
321703,1,2,1,2,,1,2,2,1,,3217,3,5,3,2,26,272,1902
321805,1,4,1,1,1,1,1,3,1,,3218,5,9,1,4,50,758,1172
321902,5,7,2,1,1,1,1,3,1,,3219,2,29,2,5,170,2021,1028
322003,3,4,2,2,,1,1,2,1,,3220,3,16,1,3,92,1130,4767
322103,3,5,1,1,1,1,1,5,1,,3221,3,3,1,1,16,176,611
322220,3,4,0,2,,1,1,7,1,,3222,20,7,4,6,39,449,4091
322302,3,5,2,2,,1,1,2,1,,3223,2,19,1,2,107,1301,3306
322410,2,5,0,2,,2,,2,1,,3224,10,24,4,2,136,1588,1337
322502,3,5,1,2,,1,2,1,1,,3225,2,9,1,4,48,588,3638
322605,2,4,2,2,,1,1,6,1,,3226,5,4,1,6,22,232,413
322718,2,4,1,1,3,2,,3,1,,3227,18,25,3,1,141,1673,2778
322805,1,4,1,1,1,2,,4,1,,3228,5,4,1,6,22,230,474
322917,2,3,1,1,1,2,,2,1,,3229,17,3,4,1,14,149,796
323013,1,2,1,2,,1,1,3,1,,3230,13,22,4,3,125,1468,1809
323111,1,1,0,1,1,1,2,3,1,,3231,11,20,4,6,111,1382,3286
323203,4,7,2,1,1,1,1,6,1,,3232,3,22,1,3,128,1496,2397
323304,2,5,2,1,2,1,1,3,1,,3233,4,22,1,3,128,1509,1993
323401,1,1,1,2,,2,,1,1,,3234,1,17,1,5,97,1170,1534
323503,3,4,1,1,1,2,,3,1,,3235,3,19,1,2,107,1328,2819
323611,2,4,1,2,,1,1,6,1,,3236,11,30,2,5,172,2036,7817
323703,1,3,1,1,1,1,1,1,1,,3237,3,16,1,3,91,1123,4162
323805,1,3,1,1,1,1,1,2,1,,3238,5,19,1,2,108,1338,3413
323901,2,4,1,1,1,1,1,4,1,,3239,1,9,1,4,48,600,2328
324001,3,4,1,1,3,1,1,4,1,,3240,1,3,1,1,18,201,1001
324109,2,3,1,1,2,1,1,3,1,,3241,9,14,3,3,75,965,3506
324207,3,6,1,1,2,1,1,3,1,,3242,7,8,4,1,43,482,3070
324304,1,2,0,2,,2,,2,1,,3243,4,12,1,6,64,894,2202
324404,3,6,1,1,1,1,1,5,1,,3244,4,18,1,3,103,1235,1052
324501,1,2,1,2,,1,1,3,1,,3245,1,9,1,4,49,675,1417
324611,1,3,1,2,,2,,1,1,,3246,11,20,4,6,111,1379,3848
324714,2,6,2,1,1,1,1,4,1,,3247,14,13,4,5,71,937,2578
324802,2,3,1,1,1,1,1,2,1,,3248,2,2,3,1,7,61,3848
324902,1,3,0,2,,2,,2,1,,3249,2,15,2,5,85,1034,13299
325013,1,2,0,2,,2,,4,1,,3250,13,7,4,6,39,456,3330
325112,2,5,1,2,,2,,2,1,,3251,12,19,2,2,105,1251,2799
325201,1,2,1,2,,2,,3,1,,3252,1,27,4,6,154,1817,2285
325302,2,3,1,2,,1,1,6,1,,3253,2,2,1,1,11,136,2692
325402,4,5,2,2,,2,,6,1,,3254,2,3,1,1,17,183,709
325504,3,4,2,1,1,1,1,5,1,,3255,4,2,1,1,9,78,3090
325602,2,6,1,1,2,1,1,7,1,,3256,2,5,1,2,30,339,1541
325719,2,3,0,2,,1,2,4,1,,3257,19,21,4,5,118,1414,5277
325801,1,4,1,2,,2,,2,1,,3258,1,5,2,2,29,302,1638
325905,1,3,1,1,1,1,1,2,1,,3259,5,6,1,3,35,424,774
326005,3,6,2,1,1,1,1,4,1,,3260,5,5,1,2,31,372,1842
326102,1,2,1,1,1,1,1,2,1,,3261,2,11,4,3,57,836,4721
326202,2,4,1,1,1,1,1,4,1,,3262,2,32,1,3,189,2162,1154
326303,3,4,1,1,1,2,,3,1,,3263,3,3,4,1,14,149,796
326404,3,5,1,1,5,1,1,5,1,,3264,4,26,1,1,151,1790,1603
326504,2,3,1,1,1,1,1,3,1,,3265,4,25,1,1,146,1734,1558
326602,1,3,1,2,,1,1,3,1,,3266,2,23,1,6,132,1540,1661
326701,1,3,0,2,,2,,1,1,,3267,1,30,1,5,175,2052,6484
326819,2,3,0,2,,2,,4,1,,3268,19,12,4,6,63,889,2449
326905,1,2,1,1,1,2,,4,1,,3269,5,3,2,1,12,143,609
327008,3,4,1,1,1,2,,6,1,,3270,8,10,4,1,52,771,1323
327105,3,4,1,2,,1,1,1,1,,3271,5,10,1,1,53,786,1242
327204,1,2,1,2,,2,,3,1,,3272,4,15,3,5,81,1018,5909
327315,3,4,1,1,1,1,1,5,1,,3273,15,11,4,3,57,837,4691
327403,3,7,2,1,1,1,1,4,1,,3274,3,5,1,2,31,383,1756
327507,4,7,3,1,4,1,1,5,1,,3275,7,3,2,1,13,147,488
327602,1,2,1,2,,1,1,2,1,,3276,2,31,1,6,181,2093,2816
327701,1,1,0,2,,1,1,1,1,,3277,1,12,4,6,63,882,3147
327804,1,1,1,2,,2,,2,1,,3278,4,28,1,2,162,1896,1593
327902,3,5,1,1,1,1,1,1,1,,3279,2,28,1,2,164,1961,1825
328014,3,5,1,2,,1,1,3,1,,3280,14,13,4,5,70,933,2426
328109,2,4,1,2,,2,,2,1,,3281,9,3,3,1,12,144,592
328202,2,3,1,2,,1,1,2,1,,3282,2,1,1,3,4,21,1259
328309,2,5,1,2,,1,1,4,1,,3283,9,24,2,2,135,1583,1844
328401,2,3,1,1,2,1,1,4,1,,3284,1,28,1,2,163,1947,1572
328503,2,4,0,1,1,2,,2,1,,3285,3,18,4,3,101,1219,985
328603,2,5,1,2,,1,1,3,1,,3286,3,21,1,5,121,1432,5447
328703,2,5,1,2,,1,1,2,1,,3287,3,5,1,2,30,329,1661
328805,2,3,1,2,,1,1,2,1,,3288,5,7,4,6,39,453,3363
328917,1,2,0,2,,2,,3,1,,3289,17,20,4,6,111,1385,3030
329009,3,4,2,1,2,1,1,4,1,,3290,9,3,3,1,13,146,496
329107,2,3,1,2,,1,1,3,1,,3291,7,11,2,3,56,833,4741
329202,5,18,8,1,4,1,1,3,1,,3292,2,9,1,4,50,732,2972
329301,1,3,1,1,1,1,1,3,1,,3293,1,28,1,2,163,1918,1883
329403,2,3,1,2,,1,1,2,1,,3294,3,25,1,1,145,1717,2424
329502,3,5,2,1,1,1,1,4,1,,3295,2,27,1,6,157,1835,4084
329602,2,6,1,2,,1,2,3,1,,3296,2,19,1,2,106,1278,3197
329701,2,4,1,2,,2,,3,1,,3297,1,28,1,2,162,1877,1713
329820,2,2,2,2,,1,1,2,1,,3298,20,31,3,6,179,2088,1811
329904,2,4,0,2,,2,,6,1,,3299,4,29,4,5,169,1992,1101
330002,3,5,1,2,,1,1,3,1,,3300,2,24,1,2,139,1627,1341
330108,2,4,1,2,,1,1,4,1,,3301,8,30,2,5,172,2036,7817
330203,2,4,1,2,,1,1,4,1,,3302,3,2,1,1,9,67,3508
330304,3,5,1,2,,1,1,5,1,,3303,4,10,1,1,54,802,1327
330405,2,2,0,2,,2,,4,1,,3304,5,4,3,6,20,223,797
330507,2,2,0,2,,2,,5,1,,3305,7,18,4,3,101,1217,1108
330601,3,5,1,2,,1,1,1,1,,3306,1,13,2,5,68,927,1392
330703,3,5,1,1,2,1,1,6,1,,3307,3,26,1,1,151,1779,2117
330805,1,4,1,1,1,1,1,1,1,,3308,5,15,1,5,85,1044,11976
330901,2,4,1,1,2,1,1,2,1,,3309,1,24,1,2,140,1670,1149
331003,3,5,1,1,1,1,1,5,1,,3310,3,28,1,2,162,1898,1567
331101,1,1,1,2,,1,2,3,1,,3311,1,3,1,1,17,181,724
331203,3,7,3,1,2,1,1,3,1,,3312,3,4,1,6,25,269,771
331306,1,3,0,2,,1,2,2,1,,3313,6,20,4,6,111,1383,3212
331406,3,5,1,1,1,1,1,4,1,,3314,6,25,4,1,143,1682,2124
331504,2,3,1,2,,1,1,4,1,,3315,4,5,1,2,29,322,1442
331614,2,4,1,1,1,2,,2,1,,3316,14,22,4,3,125,1468,1809
331701,1,3,1,1,1,1,1,2,1,,3317,1,6,2,3,32,390,691
331807,2,3,0,2,,2,,3,1,,3318,7,15,4,5,83,1024,5447
331904,2,4,1,1,1,1,1,2,1,,3319,4,22,1,3,127,1480,2089
332014,2,3,1,1,1,2,,5,1,,3320,14,17,2,5,94,1151,717
332103,2,3,1,1,1,1,1,2,1,,3321,3,27,2,6,153,1807,2589
