"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","SEXO","EDAD","NIV","GRA","FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
"1123005104","1123005","11230051","3","2","12","","","11230","05","1","04","1","2","163","01926",1790
"1123114101","1123114","11231141","1","1","58","02","6","11231","14","1","01","4","3","090","01117",3299
"1123203101","1123203","11232031","1","1","60","02","6","11232","03","1","01","1","1","016","00175",625
"1123203102","1123203","11232031","3","2","27","","","11232","03","1","02","1","1","016","00175",625
"1123203103","1123203","11232031","2","2","56","","","11232","03","1","03","1","1","016","00175",625
"1123302101","1123302","11233021","1","1","73","03","3","11233","02","1","01","1","4","049","00658",3100
"1123302102","1123302","11233021","3","1","51","","","11233","02","1","02","1","4","049","00658",3100
"1123302103","1123302","11233021","3","1","48","","","11233","02","1","03","1","4","049","00658",3100
"1123405101","1123405","11234051","1","1","35","03","3","11234","05","1","01","1","1","015","00157",654
"1123405102","1123405","11234051","2","2","38","","","11234","05","1","02","1","1","015","00157",654
"1123405103","1123405","11234051","3","2","10","","","11234","05","1","03","1","1","015","00157",654
"1123509101","1123509","11235091","1","1","35","02","5","11235","09","1","01","4","6","112","01386",3430
"1123509102","1123509","11235091","2","2","27","","","11235","09","1","02","4","6","112","01386",3430
"1123509103","1123509","11235091","3","2","08","","","11235","09","1","03","4","6","112","01386",3430
"1123509104","1123509","11235091","3","1","00","","","11235","09","1","04","4","6","112","01386",3430
"1123616101","1123616","11236161","1","1","34","06","2","11236","16","1","01","2","5","068","00927",1392
"1123616102","1123616","11236161","2","2","29","","","11236","16","1","02","2","5","068","00927",1392
"1123616103","1123616","11236161","3","1","11","","","11236","16","1","03","2","5","068","00927",1392
"1123616104","1123616","11236161","3","1","10","","","11236","16","1","04","2","5","068","00927",1392
"1123707101","1123707","11237071","1","1","62","02","6","11237","07","1","01","3","2","105","01255",1919
"1123707102","1123707","11237071","2","2","55","","","11237","07","1","02","3","2","105","01255",1919
"1123802101","1123802","11238021","1","1","59","06","3","11238","02","1","01","1","5","121","01439",4377
"1123904101","1123904","11239041","1","1","39","08","3","11239","04","1","01","1","3","058","00852",4802
"1123904102","1123904","11239041","2","2","20","","","11239","04","1","02","1","3","058","00852",4802
"1123904103","1123904","11239041","3","1","01","","","11239","04","1","03","1","3","058","00852",4802
"1124004101","1124004","11240041","1","1","40","08","4","11240","04","1","01","1","1","146","01723",3771
"1124004102","1124004","11240041","2","2","38","","","11240","04","1","02","1","1","146","01723",3771
"1124004103","1124004","11240041","3","1","03","","","11240","04","1","03","1","1","146","01723",3771
"1124101101","1124101","11241011","1","2","48","02","6","11241","01","1","01","1","3","034","00409",731
"1124101102","1124101","11241011","3","2","33","","","11241","01","1","02","1","3","034","00409",731
"1124101103","1124101","11241011","3","2","30","","","11241","01","1","03","1","3","034","00409",731
"1124101104","1124101","11241011","4","2","16","","","11241","01","1","04","1","3","034","00409",731
"1124101105","1124101","11241011","4","2","15","","","11241","01","1","05","1","3","034","00409",731
"1124101106","1124101","11241011","4","1","13","","","11241","01","1","06","1","3","034","00409",731
"1124101107","1124101","11241011","4","1","08","","","11241","01","1","07","1","3","034","00409",731
"1124101108","1124101","11241011","4","1","06","","","11241","01","1","08","1","3","034","00409",731
"1124101109","1124101","11241011","4","2","07","","","11241","01","1","09","1","3","034","00409",731
"1124205101","1124205","11242051","1","1","27","03","3","11242","05","1","01","3","3","088","01111",4301
"1124205102","1124205","11242051","2","2","22","","","11242","05","1","02","3","3","088","01111",4301
"1124205103","1124205","11242051","3","2","01","","","11242","05","1","03","3","3","088","01111",4301
"1124303101","1124303","11243031","1","2","57","03","2","11243","03","1","01","1","4","048","00602",1454
"1124303102","1124303","11243031","5","2","68","","","11243","03","1","02","1","4","048","00602",1454
"1124303103","1124303","11243031","3","1","21","","","11243","03","1","03","1","4","048","00602",1454
"1124401101","1124401","11244011","1","1","38","06","2","11244","01","1","01","1","2","162","01910",1211
"1124401102","1124401","11244011","2","2","39","","","11244","01","1","02","1","2","162","01910",1211
"1124401103","1124401","11244011","3","2","10","","","11244","01","1","03","1","2","162","01910",1211
"1124518101","1124518","11245181","1","1","42","06","3","11245","18","1","01","4","1","143","01682",2124
"1124518102","1124518","11245181","2","2","33","","","11245","18","1","02","4","1","143","01682",2124
"1124518103","1124518","11245181","3","2","16","","","11245","18","1","03","4","1","143","01682",2124
"1124518104","1124518","11245181","3","1","09","","","11245","18","1","04","4","1","143","01682",2124
"1124518105","1124518","11245181","3","2","04","","","11245","18","1","05","4","1","143","01682",2124
"1124602101","1124602","11246021","1","1","43","08","5","11246","02","1","01","1","1","046","00545",3255
"1124602102","1124602","11246021","2","2","42","","","11246","02","1","02","1","1","046","00545",3255
"1124602103","1124602","11246021","3","1","09","","","11246","02","1","03","1","1","046","00545",3255
"1124714101","1124714","11247141","1","1","34","06","2","11247","14","1","01","3","6","110","01376",4727
"1124714102","1124714","11247141","2","2","34","","","11247","14","1","02","3","6","110","01376",4727
"1124714103","1124714","11247141","3","1","14","","","11247","14","1","03","3","6","110","01376",4727
"1124714104","1124714","11247141","3","1","09","","","11247","14","1","04","3","6","110","01376",4727
"1124801101","1124801","11248011","1","2","32","03","3","11248","01","1","01","1","1","150","01761",2403
"1124801102","1124801","11248011","3","2","10","","","11248","01","1","02","1","1","150","01761",2403
"1124801103","1124801","11248011","3","2","13","","","11248","01","1","03","1","1","150","01761",2403
"1124801104","1124801","11248011","2","1","39","","","11248","01","1","04","1","1","150","01761",2403
"1124902101","1124902","11249021","1","1","52","08","4","11249","02","1","01","1","3","103","01225",1267
"1124902102","1124902","11249021","2","2","55","","","11249","02","1","02","1","3","103","01225",1267
"1124902103","1124902","11249021","3","1","25","","","11249","02","1","03","1","3","103","01225",1267
"1124902104","1124902","11249021","3","2","29","","","11249","02","1","04","1","3","103","01225",1267
"1124902105","1124902","11249021","3","1","27","","","11249","02","1","05","1","3","103","01225",1267
"1125004101","1125004","11250041","1","1","40","03","3","11250","04","1","01","1","6","023","00250",380
"1125004102","1125004","11250041","2","2","38","","","11250","04","1","02","1","6","023","00250",380
"1125004103","1125004","11250041","3","2","17","","","11250","04","1","03","1","6","023","00250",380
"1125004104","1125004","11250041","3","2","14","","","11250","04","1","04","1","6","023","00250",380
"1125111101","1125111","11251111","1","1","77","02","6","11251","11","1","01","4","3","090","01115",3760
"1125201101","1125201","11252011","1","2","50","08","4","11252","01","1","01","1","2","031","00380",1789
"1125304101","1125304","11253041","1","2","49","02","2","11253","04","1","01","2","3","100","01212",1495
"1125304102","1125304","11253041","3","1","14","","","11253","04","1","02","2","3","100","01212",1495
"1125304103","1125304","11253041","3","2","11","","","11253","04","1","03","2","3","100","01212",1495
"1125304104","1125304","11253041","3","2","22","","","11253","04","1","04","2","3","100","01212",1495
"1125405101","1125405","11254051","1","1","68","02","3","11254","05","1","01","3","2","135","01586",1785
"1125405102","1125405","11254051","2","2","71","","","11254","05","1","02","3","2","135","01586",1785
"1125505101","1125505","11255051","1","2","40","06","3","11255","05","1","01","1","1","009","00087",2716
"1125505102","1125505","11255051","3","1","20","","","11255","05","1","02","1","1","009","00087",2716
"1125505103","1125505","11255051","3","1","17","","","11255","05","1","03","1","1","009","00087",2716
"1125505104","1125505","11255051","3","1","07","","","11255","05","1","04","1","1","009","00087",2716
"1125605101","1125605","11256051","1","2","63","10","1","11256","05","1","01","1","6","065","00906",1456
"1125704101","1125704","11257041","1","1","35","08","2","11257","04","1","01","1","6","114","01399",3340
"1125704102","1125704","11257041","2","2","33","","","11257","04","1","02","1","6","114","01399",3340
"1125704103","1125704","11257041","3","1","05","","","11257","04","1","03","1","6","114","01399",3340
"1125805101","1125805","11258051","1","1","44","03","3","11258","05","1","01","2","5","120","01428",4206
"1125805102","1125805","11258051","2","2","46","","","11258","05","1","02","2","5","120","01428",4206
"1125805103","1125805","11258051","3","1","25","","","11258","05","1","03","2","5","120","01428",4206
"1125805104","1125805","11258051","3","2","24","","","11258","05","1","04","2","5","120","01428",4206
"1125805105","1125805","11258051","3","1","20","","","11258","05","1","05","2","5","120","01428",4206
"1125917101","1125917","11259171","1","1","56","06","1","11259","17","1","01","4","6","111","01383",3212
"1126010101","1126010","11260101","1","1","39","02","6","11260","10","1","01","4","5","173","02039",5218
"1126010102","1126010","11260101","2","2","34","","","11260","10","1","02","4","5","173","02039",5218
"1126010103","1126010","11260101","3","2","16","","","11260","10","1","03","4","5","173","02039",5218
"1126010104","1126010","11260101","3","2","10","","","11260","10","1","04","4","5","173","02039",5218
"1126102101","1126102","11261021","1","2","28","06","3","11261","02","1","01","1","2","107","01304",3237
"1126102102","1126102","11261021","2","1","29","","","11261","02","1","02","1","2","107","01304",3237
"1126102103","1126102","11261021","3","2","11","","","11261","02","1","03","1","2","107","01304",3237
"1126201101","1126201","11262011","1","2","37","06","1","11262","01","1","01","1","5","120","01425",5082
"1126201102","1126201","11262011","3","2","14","","","11262","01","1","02","1","5","120","01425",5082
"1126201103","1126201","11262011","3","1","07","","","11262","01","1","03","1","5","120","01425",5082
"1126305101","1126305","11263051","1","2","62","03","3","11263","05","1","01","1","2","162","01902",1538
"1126305102","1126305","11263051","3","2","34","","","11263","05","1","02","1","2","162","01902",1538
"1126305103","1126305","11263051","3","2","13","","","11263","05","1","03","1","2","162","01902",1538
"1126405101","1126405","11264051","1","1","34","03","3","11264","05","1","01","1","2","139","01646",1169
"1126405102","1126405","11264051","2","2","32","","","11264","05","1","02","1","2","139","01646",1169
"1126405103","1126405","11264051","3","2","13","","","11264","05","1","03","1","2","139","01646",1169
"1126405104","1126405","11264051","3","2","10","","","11264","05","1","04","1","2","139","01646",1169
"1126405105","1126405","11264051","3","2","06","","","11264","05","1","05","1","2","139","01646",1169
"1126405106","1126405","11264051","3","1","03","","","11264","05","1","06","1","2","139","01646",1169
"1126502101","1126502","11265021","1","1","35","08","5","11265","02","1","01","1","3","104","01242",1019
"1126502102","1126502","11265021","2","2","25","","","11265","02","1","02","1","3","104","01242",1019
"1126502103","1126502","11265021","3","1","06","","","11265","02","1","03","1","3","104","01242",1019
"1126610101","1126610","11266101","1","2","41","03","3","11266","10","1","01","4","3","187","02146",1688
"1126610102","1126610","11266101","2","1","42","","","11266","10","1","02","4","3","187","02146",1688
"1126610103","1126610","11266101","3","2","14","","","11266","10","1","03","4","3","187","02146",1688
"1126703101","1126703","11267031","1","1","51","06","3","11267","03","1","01","4","5","167","01974",661
"1126703102","1126703","11267031","2","2","35","","","11267","03","1","02","4","5","167","01974",661
"1126703103","1126703","11267031","3","2","15","","","11267","03","1","03","4","5","167","01974",661
"1126703104","1126703","11267031","3","1","11","","","11267","03","1","04","4","5","167","01974",661
"1126703105","1126703","11267031","3","2","10","","","11267","03","1","05","4","5","167","01974",661
"1126703106","1126703","11267031","3","2","05","","","11267","03","1","06","4","5","167","01974",661
"1126803101","1126803","11268031","1","1","44","03","2","11268","03","1","01","1","2","140","01652",1668
"1126803102","1126803","11268031","2","2","45","","","11268","03","1","02","1","2","140","01652",1668
"1126803103","1126803","11268031","3","2","19","","","11268","03","1","03","1","2","140","01652",1668
"1126803104","1126803","11268031","3","2","08","","","11268","03","1","04","1","2","140","01652",1668
"1126903101","1126903","11269031","1","2","65","02","6","11269","03","1","01","4","5","117","01413",3844
"1126903102","1126903","11269031","4","1","16","","","11269","03","1","02","4","5","117","01413",3844
"1127010101","1127010","11270101","1","2","62","03","3","11270","10","1","01","2","6","062","00881",1964
"1127010102","1127010","11270101","2","1","63","","","11270","10","1","02","2","6","062","00881",1964
"1127010103","1127010","11270101","3","2","23","","","11270","10","1","03","2","6","062","00881",1964
"1127103101","1127103","11271031","1","2","43","06","2","11271","03","1","01","1","1","150","01746",2719
"1127103102","1127103","11271031","3","2","26","","","11271","03","1","02","1","1","150","01746",2719
"1127103103","1127103","11271031","3","2","18","","","11271","03","1","03","1","1","150","01746",2719
"1127103104","1127103","11271031","3","2","16","","","11271","03","1","04","1","1","150","01746",2719
"1127103105","1127103","11271031","4","2","07","","","11271","03","1","05","1","1","150","01746",2719
"1127103106","1127103","11271031","4","2","03","","","11271","03","1","06","1","1","150","01746",2719
"1127103107","1127103","11271031","5","1","19","","","11271","03","1","07","1","1","150","01746",2719
"1127202101","1127202","11272021","1","1","57","06","2","11272","02","1","01","1","3","059","00863",5357
"1127202102","1127202","11272021","2","2","55","","","11272","02","1","02","1","3","059","00863",5357
"1127202103","1127202","11272021","3","1","30","","","11272","02","1","03","1","3","059","00863",5357
"1127202104","1127202","11272021","3","1","25","","","11272","02","1","04","1","3","059","00863",5357
"1127303101","1127303","11273031","1","1","56","08","4","11273","03","1","01","1","4","050","00739",2800
"1127303102","1127303","11273031","2","2","55","","","11273","03","1","02","1","4","050","00739",2800
"1127401101","1127401","11274011","1","2","20","03","3","11274","01","1","01","1","3","034","00411",728
"1127504101","1127504","11275041","1","2","27","02","6","11275","04","1","01","1","2","162","01853",2088
"1127616101","1127616","11276161","1","1","68","02","6","11276","16","1","01","4","6","155","01818",1651
"1127616102","1127616","11276161","2","2","61","","","11276","16","1","02","4","6","155","01818",1651
"1127616103","1127616","11276161","4","1","20","","","11276","16","1","03","4","6","155","01818",1651
"1127709101","1127709","11277091","1","1","36","00","0","11277","09","1","01","2","6","110","01377",3890
"1127802101","1127802","11278021","1","1","49","03","3","11278","02","1","01","1","5","085","01031",13767
"1127802102","1127802","11278021","5","1","72","","","11278","02","1","02","1","5","085","01031",13767
"1127802103","1127802","11278021","5","2","43","","","11278","02","1","03","1","5","085","01031",13767
"1127802104","1127802","11278021","5","2","73","","","11278","02","1","04","1","5","085","01031",13767
"1127904101","1127904","11279041","1","1","57","10","2","11279","04","1","01","3","1","012","00144",592
"1127904102","1127904","11279041","2","2","59","","","11279","04","1","02","3","1","012","00144",592
"1128004101","1128004","11280041","1","1","43","02","6","11280","04","1","01","1","3","058","00850",4874
"1128004102","1128004","11280041","2","2","42","","","11280","04","1","02","1","3","058","00850",4874
"1128004103","1128004","11280041","3","2","24","","","11280","04","1","03","1","3","058","00850",4874
"1128004104","1128004","11280041","3","2","19","","","11280","04","1","04","1","3","058","00850",4874
"1128004105","1128004","11280041","3","2","18","","","11280","04","1","05","1","3","058","00850",4874
"1128101101","1128101","11281011","1","1","53","08","4","11281","01","1","01","1","2","163","01916",1950
"1128101102","1128101","11281011","2","2","52","","","11281","01","1","02","1","2","163","01916",1950
"1128207101","1128207","11282071","1","2","24","03","3","11282","07","1","01","4","6","155","01820",1502
"1128207102","1128207","11282071","2","1","30","","","11282","07","1","02","4","6","155","01820",1502
"1128311101","1128311","11283111","1","1","36","03","3","11283","11","1","01","4","6","021","00227",882
"1128311102","1128311","11283111","2","2","37","","","11283","11","1","02","4","6","021","00227",882
"1128311103","1128311","11283111","3","2","13","","","11283","11","1","03","4","6","021","00227",882
"1128311104","1128311","11283111","3","2","12","","","11283","11","1","04","4","6","021","00227",882
"1128311105","1128311","11283111","3","1","05","","","11283","11","1","05","4","6","021","00227",882
"1128311106","1128311","11283111","3","2","00","","","11283","11","1","06","4","6","021","00227",882
"1128401101","1128401","11284011","1","1","58","08","5","11284","01","1","01","1","2","108","01355",3261
"1128401102","1128401","11284011","2","2","50","","","11284","01","1","02","1","2","108","01355",3261
"1128401103","1128401","11284011","3","1","23","","","11284","01","1","03","1","2","108","01355",3261
"1128401104","1128401","11284011","3","1","21","","","11284","01","1","04","1","2","108","01355",3261
"1128401105","1128401","11284011","3","2","19","","","11284","01","1","05","1","2","108","01355",3261
"1128502101","1128502","11285021","1","1","42","03","3","11285","02","1","01","4","3","101","01219",985
"1128502102","1128502","11285021","2","2","50","","","11285","02","1","02","4","3","101","01219",985
"1128502103","1128502","11285021","5","2","76","","","11285","02","1","03","4","3","101","01219",985
"1128502104","1128502","11285021","3","2","13","","","11285","02","1","04","4","3","101","01219",985
"1128502105","1128502","11285021","3","2","11","","","11285","02","1","05","4","3","101","01219",985
"1128602101","1128602","11286021","1","1","64","03","3","11286","02","1","01","1","1","046","00549",3082
"1128602102","1128602","11286021","2","2","47","","","11286","02","1","02","1","1","046","00549",3082
"1128602103","1128602","11286021","3","1","08","","","11286","02","1","03","1","1","046","00549",3082
"1128705101","1128705","11287051","1","1","42","08","5","11287","05","1","01","3","6","110","01376",4727
"1128705102","1128705","11287051","2","2","47","","","11287","05","1","02","3","6","110","01376",4727
"1128705103","1128705","11287051","3","2","14","","","11287","05","1","03","3","6","110","01376",4727
"1128705104","1128705","11287051","3","2","12","","","11287","05","1","04","3","6","110","01376",4727
"1128804101","1128804","11288041","1","1","39","06","3","11288","04","1","01","4","5","169","01985",1170
"1128804102","1128804","11288041","2","2","39","","","11288","04","1","02","4","5","169","01985",1170
"1128804103","1128804","11288041","3","1","05","","","11288","04","1","03","4","5","169","01985",1170
"1128910101","1128910","11289101","1","1","46","03","3","11289","10","1","01","3","5","081","01017",6441
"1128910102","1128910","11289101","2","2","47","","","11289","10","1","02","3","5","081","01017",6441
"1128910103","1128910","11289101","3","1","22","","","11289","10","1","03","3","5","081","01017",6441
"1128910104","1128910","11289101","3","1","15","","","11289","10","1","04","3","5","081","01017",6441
"1128910105","1128910","11289101","4","2","09","","","11289","10","1","05","3","5","081","01017",6441
"1129003101","1129003","11290031","1","2","53","03","3","11290","03","1","01","1","6","132","01531",1998
"1129003102","1129003","11290031","3","1","20","","","11290","03","1","02","1","6","132","01531",1998
"1129003103","1129003","11290031","4","2","05","","","11290","03","1","03","1","6","132","01531",1998
"1129119101","1129119","11291191","1","2","87","02","1","11291","19","1","01","4","5","174","02045",5770
"1129119102","1129119","11291191","3","1","48","","","11291","19","1","02","4","5","174","02045",5770
"1129119103","1129119","11291191","6","2","41","","","11291","19","1","03","4","5","174","02045",5770
"1129209101","1129209","11292091","1","2","78","02","6","11292","09","1","01","2","3","088","01109",4626
"1129209102","1129209","11292091","3","1","32","","","11292","09","1","02","2","3","088","01109",4626
"1129209103","1129209","11292091","5","2","35","","","11292","09","1","03","2","3","088","01109",4626
"1129209104","1129209","11292091","3","1","42","","","11292","09","1","04","2","3","088","01109",4626
"1129319101","1129319","11293191","1","2","62","02","1","11293","19","1","01","4","6","039","00454",3356
"1129319102","1129319","11293191","2","1","60","","","11293","19","1","02","4","6","039","00454",3356
"1129405101","1129405","11294051","1","2","51","03","3","11294","05","1","01","1","2","139","01643",1214
"1129405102","1129405","11294051","3","2","25","","","11294","05","1","02","1","2","139","01643",1214
"1129405103","1129405","11294051","3","1","10","","","11294","05","1","03","1","2","139","01643",1214
"1129501101","1129501","11295011","1","2","43","08","4","11295","01","1","01","1","3","128","01510",1981
"1129501102","1129501","11295011","5","1","38","","","11295","01","1","02","1","3","128","01510",1981
"1129603101","1129603","11296031","1","2","76","03","3","11296","03","1","01","1","2","106","01274",3242
"1129603102","1129603","11296031","3","2","36","","","11296","03","1","02","1","2","106","01274",3242
"1129603103","1129603","11296031","3","1","49","","","11296","03","1","03","1","2","106","01274",3242
"1129705101","1129705","11297051","1","1","67","08","4","11297","05","1","01","1","1","055","00827",1261
"1129705102","1129705","11297051","2","2","63","","","11297","05","1","02","1","1","055","00827",1261
"1129705103","1129705","11297051","3","1","40","","","11297","05","1","03","1","1","055","00827",1261
"1129819101","1129819","11298191","1","1","46","03","3","11298","19","1","01","4","5","071","00939",2376
"1129819102","1129819","11298191","2","2","45","","","11298","19","1","02","4","5","071","00939",2376
"1129903101","1129903","11299031","1","2","55","03","3","11299","03","1","01","1","1","017","00184",726
"1130005101","1130005","11300051","1","1","60","08","4","11300","05","1","01","2","5","172","02035",8923
"1130005102","1130005","11300051","2","2","59","","","11300","05","1","02","2","5","172","02035",8923
"1130105101","1130105","11301051","1","1","38","03","1","11301","05","1","01","1","1","144","01684",4596
"1130105102","1130105","11301051","2","2","38","","","11301","05","1","02","1","1","144","01684",4596
"1130105103","1130105","11301051","3","2","18","","","11301","05","1","03","1","1","144","01684",4596
"1130105104","1130105","11301051","3","1","14","","","11301","05","1","04","1","1","144","01684",4596
"1130105105","1130105","11301051","3","1","13","","","11301","05","1","05","1","1","144","01684",4596
"1130203101","1130203","11302031","1","2","50","03","3","11302","03","1","01","1","2","163","01941",1725
"1130203102","1130203","11302031","3","1","30","","","11302","03","1","02","1","2","163","01941",1725
"1130203103","1130203","11302031","3","2","13","","","11302","03","1","03","1","2","163","01941",1725
"1130318101","1130318","11303181","1","1","86","00","0","11303","18","1","01","3","3","100","01210",1538
"1130414101","1130414","11304141","1","2","54","03","3","11304","14","1","01","3","3","088","01111",4301
"1130517101","1130517","11305171","1","1","32","03","3","11305","17","1","01","4","6","155","01822",916
"1130517102","1130517","11305171","2","2","25","","","11305","17","1","02","4","6","155","01822",916
"1130517103","1130517","11305171","3","1","08","","","11305","17","1","03","4","6","155","01822",916
"1130517104","1130517","11305171","3","2","04","","","11305","17","1","04","4","6","155","01822",916
"1130517105","1130517","11305171","3","2","00","","","11305","17","1","05","4","6","155","01822",916
"1130601101","1130601","11306011","1","1","32","03","3","11306","01","1","01","1","2","162","01874",1727
"1130601102","1130601","11306011","2","2","32","","","11306","01","1","02","1","2","162","01874",1727
"1130601103","1130601","11306011","3","1","12","","","11306","01","1","03","1","2","162","01874",1727
"1130601104","1130601","11306011","3","2","10","","","11306","01","1","04","1","2","162","01874",1727
"1130601105","1130601","11306011","3","2","08","","","11306","01","1","05","1","2","162","01874",1727
"1130702101","1130702","11307021","1","1","77","00","0","11307","02","1","01","4","6","111","01378",4169
"1130702102","1130702","11307021","2","2","71","","","11307","02","1","02","4","6","111","01378",4169
"1130803101","1130803","11308031","1","1","62","08","5","11308","03","1","01","4","6","130","01516",1778
"1130803102","1130803","11308031","2","2","56","","","11308","03","1","02","4","6","130","01516",1778
"1130803103","1130803","11308031","5","2","37","","","11308","03","1","03","4","6","130","01516",1778
"1130902101","1130902","11309021","1","1","58","03","1","11309","02","1","01","2","3","079","00997",6613
"1130902102","1130902","11309021","2","2","50","","","11309","02","1","02","2","3","079","00997",6613
"1130902103","1130902","11309021","3","1","31","","","11309","02","1","03","2","3","079","00997",6613
"1130902104","1130902","11309021","3","1","27","","","11309","02","1","04","2","3","079","00997",6613
"1130902105","1130902","11309021","3","1","23","","","11309","02","1","05","2","3","079","00997",6613
"1131001101","1131001","11310011","1","1","35","03","3","11310","01","1","01","1","5","085","01044",11976
"1131001102","1131001","11310011","2","2","25","","","11310","01","1","02","1","5","085","01044",11976
"1131001103","1131001","11310011","3","1","07","","","11310","01","1","03","1","5","085","01044",11976
"1131102101","1131102","11311021","1","1","49","10","2","11311","02","1","01","1","2","107","01325",3020
"1131102102","1131102","11311021","2","2","51","","","11311","02","1","02","1","2","107","01325",3020
"1131102103","1131102","11311021","3","1","13","","","11311","02","1","03","1","2","107","01325",3020
"1131102104","1131102","11311021","3","1","16","","","11311","02","1","04","1","2","107","01325",3020
"1131219101","1131219","11312191","1","1","45","03","3","11312","19","1","01","4","2","028","00277",1380
"1131219102","1131219","11312191","2","2","44","","","11312","19","1","02","4","2","028","00277",1380
"1131219103","1131219","11312191","3","1","18","","","11312","19","1","03","4","2","028","00277",1380
"1131219104","1131219","11312191","3","2","11","","","11312","19","1","04","4","2","028","00277",1380
"1131219105","1131219","11312191","3","2","08","","","11312","19","1","05","4","2","028","00277",1380
"1131219106","1131219","11312191","3","1","06","","","11312","19","1","06","4","2","028","00277",1380
"1131314101","1131314","11313141","1","1","45","03","3","11313","14","1","01","4","1","052","00768",1450
"1131314102","1131314","11313141","2","2","41","","","11313","14","1","02","4","1","052","00768",1450
"1131314103","1131314","11313141","5","1","92","","","11313","14","1","03","4","1","052","00768",1450
"1131314104","1131314","11313141","3","1","20","","","11313","14","1","04","4","1","052","00768",1450
"1131314105","1131314","11313141","3","2","13","","","11313","14","1","05","4","1","052","00768",1450
"1131402101","1131402","11314021","1","1","56","03","3","11314","02","1","01","1","1","150","01758",2454
"1131402102","1131402","11314021","2","2","50","","","11314","02","1","02","1","1","150","01758",2454
"1131402103","1131402","11314021","3","2","21","","","11314","02","1","03","1","1","150","01758",2454
"1131518101","1131518","11315181","1","1","29","03","3","11315","18","1","01","4","6","021","00225",1029
"1131518102","1131518","11315181","2","2","26","","","11315","18","1","02","4","6","021","00225",1029
"1131518103","1131518","11315181","3","2","10","","","11315","18","1","03","4","6","021","00225",1029
"1131605101","1131605","11316051","1","2","53","08","4","11316","05","1","01","1","4","049","00612",4271
"1131605102","1131605","11316051","3","1","22","","","11316","05","1","02","1","4","049","00612",4271
"1131704101","1131704","11317041","1","1","38","06","3","11317","04","1","01","1","1","145","01712",2503
"1131704102","1131704","11317041","2","2","37","","","11317","04","1","02","1","1","145","01712",2503
"1131704103","1131704","11317041","3","1","20","","","11317","04","1","03","1","1","145","01712",2503
"1131704104","1131704","11317041","3","2","18","","","11317","04","1","04","1","1","145","01712",2503
"1131704105","1131704","11317041","3","2","18","","","11317","04","1","05","1","1","145","01712",2503
"1131805101","1131805","11318051","1","1","43","08","4","11318","05","1","01","1","4","050","00727",3076
"1131805102","1131805","11318051","2","2","43","","","11318","05","1","02","1","4","050","00727",3076
"1131905101","1131905","11319051","1","2","51","08","4","11319","05","1","01","3","3","127","01491",1834
"1131905102","1131905","11319051","2","2","51","","","11319","05","1","02","3","3","127","01491",1834
"1131905103","1131905","11319051","3","2","17","","","11319","05","1","03","3","3","127","01491",1834
"1131905104","1131905","11319051","3","2","26","","","11319","05","1","04","3","3","127","01491",1834
"1131905105","1131905","11319051","5","2","22","","","11319","05","1","05","3","3","127","01491",1834
"1131905106","1131905","11319051","4","1","05","","","11319","05","1","06","3","3","127","01491",1834
"1132020101","1132020","11320201","1","1","49","03","3","11320","20","1","01","2","5","068","00927",1392
"1132020102","1132020","11320201","2","2","41","","","11320","20","1","02","2","5","068","00927",1392
"1132020103","1132020","11320201","3","2","20","","","11320","20","1","03","2","5","068","00927",1392
"1132020104","1132020","11320201","3","2","15","","","11320","20","1","04","2","5","068","00927",1392
"1132103101","1132103","11321031","1","1","52","00","0","11321","03","1","01","1","5","085","01029",15501
"1132103102","1132103","11321031","2","2","40","","","11321","03","1","02","1","5","085","01029",15501
"1132103103","1132103","11321031","3","1","09","","","11321","03","1","03","1","5","085","01029",15501
"1132103104","1132103","11321031","3","2","07","","","11321","03","1","04","1","5","085","01029",15501
"1132203101","1132203","11322031","1","1","75","02","6","11322","03","1","01","3","3","123","01460",9149
"1132203102","1132203","11322031","2","2","68","","","11322","03","1","02","3","3","123","01460",9149
"1132203103","1132203","11322031","3","2","45","","","11322","03","1","03","3","3","123","01460",9149
"1132203104","1132203","11322031","5","1","55","","","11322","03","1","04","3","3","123","01460",9149
"1132203105","1132203","11322031","4","2","28","","","11322","03","1","05","3","3","123","01460",9149
"1132203106","1132203","11322031","4","2","24","","","11322","03","1","06","3","3","123","01460",9149
"1132203107","1132203","11322031","5","1","31","","","11322","03","1","07","3","3","123","01460",9149
"1132203108","1132203","11322031","4","1","22","","","11322","03","1","08","3","3","123","01460",9149
"1132203109","1132203","11322031","5","1","01","","","11322","03","1","09","3","3","123","01460",9149
"1132319101","1132319","11323191","1","2","36","03","3","11323","19","1","01","2","1","042","00480",3631
"1132319102","1132319","11323191","3","2","16","","","11323","19","1","02","2","1","042","00480",3631
"1132319103","1132319","11323191","3","2","08","","","11323","19","1","03","2","1","042","00480",3631
"1132417101","1132417","11324171","1","2","36","02","6","11324","17","1","01","4","3","089","01112",3110
"1132417102","1132417","11324171","5","2","19","","","11324","17","1","02","4","3","089","01112",3110
"1132417103","1132417","11324171","3","2","11","","","11324","17","1","03","4","3","089","01112",3110
"1132417104","1132417","11324171","4","2","01","","","11324","17","1","04","4","3","089","01112",3110
